age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
42,single,f,straight,curvy,,rarely,,dropped out of masters program,white,65,-1,science / tech / engineering,2011-08-29-16-14,"oakland, california",,likes dogs and has cats,other and somewhat serious about it,aquarius and it&rsquo;s fun to think about,no,english
34,single,f,straight,skinny,,rarely,never,graduated from college/university,black,64,-1,computer / hardware / software,2012-03-31-22-29,"san mateo, california",,,other but not too serious about it,libra and it&rsquo;s fun to think about,no,english
24,single,m,gay,,,socially,sometimes,graduated from college/university,hispanic / latin,67,-1,medicine / health,2012-01-20-02-12,"oakland, california",,likes dogs and likes cats,,virgo and it&rsquo;s fun to think about,sometimes,"english (fluently), portuguese (poorly), spanish (fluently)"
43,single,m,straight,,,socially,,working on masters program,white,66,-1,,2012-06-18-23-28,"san francisco, california",,,,sagittarius,no,"english (fluently), japanese (okay)"
26,single,m,straight,athletic,mostly anything,socially,never,working on college/university,white,71,-1,construction / craftsmanship,2012-06-29-17-58,"san francisco, california",,,atheism and somewhat serious about it,cancer but it doesn&rsquo;t matter,sometimes,english
34,single,m,gay,average,,socially,never,graduated from college/university,,72,-1,hospitality / travel,2012-04-17-23-56,"san francisco, california",,likes dogs and likes cats,atheism and very serious about it,leo and it&rsquo;s fun to think about,trying to quit,"english (fluently), french (poorly), spanish (poorly)"
41,single,f,straight,,mostly anything,socially,never,graduated from college/university,,69,60000,other,2012-06-14-21-48,"san francisco, california",,likes dogs and likes cats,atheism but not too serious about it,,no,"english (fluently), french (okay)"
31,single,f,straight,average,mostly anything,rarely,never,graduated from masters program,asian,65,-1,construction / craftsmanship,2011-10-17-21-32,"richmond, california",,has dogs,,leo and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)"
27,single,m,straight,used up,mostly anything,often,never,graduated from college/university,"hispanic / latin, white",69,-1,other,2012-06-29-20-08,"daly city, california",doesn't have kids,likes dogs and likes cats,atheism but not too serious about it,aries but it doesn&rsquo;t matter,no,english (fluently)
67,single,m,straight,average,mostly anything,socially,never,graduated from college/university,other,68,-1,computer / hardware / software,2012-06-30-00-41,"berkeley, california","has kids, but doesn't want more",likes dogs and likes cats,atheism and laughing about it,virgo and it&rsquo;s fun to think about,no,english
21,single,m,gay,fit,mostly anything,socially,never,working on college/university,"hispanic / latin, white",68,-1,sales / marketing / biz dev,2012-06-29-19-11,"san francisco, california",,likes dogs,,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (okay), italian (poorly)"
44,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,2012-06-29-15-15,"oakland, california",,likes dogs and likes cats,christianity,aquarius,no,"english, german (okay), french (poorly)"
34,single,f,straight,,strictly vegetarian,socially,never,graduated from law school,,65,-1,,2012-06-29-07-53,"berkeley, california",,,other,libra and it&rsquo;s fun to think about,no,english
26,single,m,straight,average,strictly anything,socially,never,graduated from college/university,asian,69,-1,science / tech / engineering,2012-06-24-22-05,"san francisco, california",,likes dogs,,capricorn,no,"english (fluently), chinese (fluently)"
46,single,f,gay,,,socially,,,pacific islander,65,-1,,2011-12-02-21-10,"san francisco, california",,has dogs,,cancer,sometimes,english
52,single,f,straight,average,strictly other,socially,never,,white,66,-1,other,2012-06-30-00-32,"oakland, california",,,,,no,"english, danish (okay)"
51,single,m,straight,fit,,,,graduated from masters program,white,70,-1,medicine / health,2012-06-29-10-38,"daly city, california","has a kid, but doesn't want more",likes dogs and likes cats,,leo,no,english
42,single,f,straight,average,,socially,,graduated from college/university,,68,-1,other,2011-10-18-17-07,"oakland, california",doesn't want kids,has cats,agnosticism,aquarius,no,english
34,single,f,straight,,mostly vegetarian,socially,never,graduated from college/university,,63,-1,sales / marketing / biz dev,2012-06-20-08-12,"san francisco, california",,likes dogs and likes cats,,aquarius and it&rsquo;s fun to think about,no,english
37,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,hispanic / latin,64,-1,,2012-06-29-17-58,"san francisco, california",has a kid,has dogs,,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)"
37,single,f,straight,fit,anything,socially,never,graduated from college/university,white,70,-1,science / tech / engineering,2012-06-29-23-34,"oakland, california","doesn't have kids, but wants them",likes dogs and has cats,,aquarius and it&rsquo;s fun to think about,no,english
24,single,f,straight,fit,mostly other,often,,working on college/university,,64,-1,student,2011-12-25-17-09,"san francisco, california",,,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about,yes,english (fluently)
24,single,m,bisexual,a little extra,strictly anything,rarely,sometimes,,white,70,-1,,2012-04-07-09-16,"san francisco, california",,,,,yes,english
22,single,m,gay,athletic,mostly anything,socially,never,working on college/university,asian,66,-1,student,2012-06-29-16-49,"palo alto, california",,likes dogs and likes cats,,aries and it&rsquo;s fun to think about,no,"english, english (fluently), tagalog (okay), japanese (okay), spanish (poorly)"
27,single,m,straight,fit,mostly vegetarian,socially,,graduated from masters program,white,72,-1,science / tech / engineering,2012-06-29-08-22,"oakland, california",doesn't have kids,likes dogs,atheism but not too serious about it,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)"
36,single,m,straight,skinny,mostly anything,,never,graduated from masters program,asian,64,-1,computer / hardware / software,2012-06-28-22-15,"san francisco, california",,likes dogs,atheism and somewhat serious about it,aquarius and it&rsquo;s fun to think about,no,english (fluently)
26,available,m,straight,athletic,mostly anything,socially,sometimes,working on med school,white,70,-1,student,2012-06-29-17-15,"alameda, california",doesn't have kids,likes dogs and likes cats,atheism and laughing about it,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)"
30,single,f,straight,athletic,mostly anything,socially,never,graduated from law school,white,68,-1,law / legal services,2012-06-28-11-26,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism,aries but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (okay), sign language (poorly)"
25,single,m,straight,average,mostly anything,socially,never,graduated from masters program,white,75,30000,executive / management,2012-06-28-20-08,"san francisco, california",,,other and laughing about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
24,single,m,gay,fit,mostly anything,socially,never,working on masters program,hispanic / latin,70,30000,education / academia,2012-06-26-19-40,"oakland, california",,,christianity and very serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
40,single,m,straight,athletic,other,rarely,never,graduated from masters program,other,67,150000,other,2012-05-11-21-52,"walnut creek, california",,has dogs and has cats,other,pisces,no,"english (fluently), russian (okay), spanish (fluently)"
30,single,m,straight,fit,,socially,never,graduated from college/university,white,70,-1,,2012-06-29-17-21,"san francisco, california",,has dogs,,aries,,"english, spanish"
31,single,f,straight,thin,,socially,never,graduated from masters program,indian,62,-1,other,2012-06-28-22-05,"san francisco, california",,,,capricorn but it doesn&rsquo;t matter,no,english
34,single,f,straight,thin,vegetarian,socially,,working on masters program,white,70,-1,student,2012-06-29-19-44,"oakland, california","doesn't have kids, and doesn't want any",likes dogs,agnosticism,leo,no,"english (fluently), french (poorly)"
41,single,f,straight,fit,mostly anything,socially,,graduated from college/university,white,61,-1,medicine / health,2012-06-23-14-02,"san francisco, california",doesn't have kids,has dogs,agnosticism but not too serious about it,pisces,no,english
28,single,f,straight,athletic,mostly anything,not at all,never,graduated from space camp,"black, white",64,-1,,2012-06-30-03-29,"san francisco, california",,,,leo and it&rsquo;s fun to think about,no,"english (fluently), c++ (poorly), french (okay)"
37,single,m,straight,athletic,mostly anything,rarely,never,graduated from college/university,other,72,150000,other,2012-03-25-12-25,"san francisco, california",,,other,cancer,no,"english (fluently), arabic (fluently), french (fluently)"
21,single,m,straight,athletic,mostly anything,socially,sometimes,,middle eastern,67,-1,,2012-06-29-21-35,"novato, california",,,,,no,"english (fluently), spanish (okay), farsi (okay)"
30,single,f,gay,,mostly vegan,socially,,,hispanic / latin,64,-1,science / tech / engineering,2012-06-26-21-00,"san francisco, california",,,,cancer and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (fluently), italian (poorly)"
32,single,f,straight,,strictly vegetarian,rarely,never,graduated from masters program,other,60,-1,education / academia,2012-06-23-18-15,"oakland, california",,,hinduism and very serious about it,cancer and it&rsquo;s fun to think about,no,"english, german (okay)"
21,single,m,gay,skinny,vegetarian,not at all,sometimes,working on college/university,"hispanic / latin, other",70,-1,other,2012-06-27-02-37,"san francisco, california",,likes dogs,christianity and somewhat serious about it,aries but it doesn&rsquo;t matter,no,english
32,available,f,straight,curvy,,socially,never,graduated from masters program,white,67,-1,computer / hardware / software,2012-04-15-22-49,"san francisco, california",,,,cancer but it doesn&rsquo;t matter,,"english, persian (fluently), french (poorly)"
35,single,f,straight,athletic,mostly anything,socially,never,graduated from law school,white,65,-1,entertainment / media,2012-06-29-14-06,"san francisco, california",,likes dogs and likes cats,other,capricorn,no,"english (fluently), french (fluently), greek (fluently), spanish (poorly), japanese (poorly)"
29,single,f,bisexual,,strictly anything,socially,never,dropped out of college/university,,70,-1,other,2012-03-12-12-17,"san francisco, california",,,agnosticism and very serious about it,taurus and it&rsquo;s fun to think about,no,"english, chinese (poorly)"
25,single,m,straight,athletic,anything,socially,never,graduated from masters program,"indian, white",68,-1,computer / hardware / software,2012-06-30-00-23,"mountain view, california",,,,,no,english
28,single,m,straight,average,mostly vegetarian,often,,working on college/university,white,71,-1,entertainment / media,2012-06-29-05-38,"san francisco, california",,likes dogs and likes cats,atheism and somewhat serious about it,gemini and it&rsquo;s fun to think about,no,english (fluently)
28,single,m,straight,,anything,socially,,graduated from high school,"middle eastern, hispanic / latin",70,-1,other,2012-06-29-23-51,"oakland, california",doesn't have kids,has dogs,agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about,,"english (fluently), spanish (fluently)"
39,single,m,straight,average,mostly anything,socially,never,graduated from college/university,asian,65,-1,entertainment / media,2012-06-10-12-43,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,catholicism and laughing about it,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), tagalog (fluently), spanish (okay)"
36,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,"middle eastern, other",70,-1,science / tech / engineering,2012-06-30-01-43,"san francisco, california",,likes dogs and likes cats,other and laughing about it,leo but it doesn&rsquo;t matter,no,"english (fluently), farsi (fluently), persian (fluently), spanish (poorly)"
31,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,"middle eastern, white",71,-1,artistic / musical / writer,2012-02-10-15-44,"pinole, california",,likes cats,,libra and it&rsquo;s fun to think about,no,"english (fluently), farsi (fluently)"
31,single,m,straight,average,mostly anything,rarely,never,graduated from college/university,"pacific islander, hispanic / latin, white",68,80000,sales / marketing / biz dev,2012-06-28-11-07,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter,no,"english, spanish (fluently), french (okay), portuguese (poorly)"
25,single,m,straight,average,mostly anything,socially,,graduated from college/university,hispanic / latin,64,80000,computer / hardware / software,2012-06-29-20-44,"oakland, california","doesn't have kids, but might want them",dislikes dogs and dislikes cats,catholicism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
22,single,m,straight,average,strictly anything,rarely,never,working on college/university,white,70,-1,student,2012-06-29-02-21,"pleasant hill, california",,has dogs and has cats,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about,no,english
23,single,m,straight,fit,,socially,,graduated from college/university,"hispanic / latin, white",69,80000,computer / hardware / software,2012-06-29-00-17,"mountain view, california",,likes dogs and likes cats,agnosticism but not too serious about it,,,"english, spanish (poorly)"
36,single,m,straight,fit,,socially,,graduated from college/university,white,69,-1,executive / management,2012-06-18-22-19,"san francisco, california",,likes dogs,agnosticism but not too serious about it,leo but it doesn&rsquo;t matter,,"english, spanish (okay), portuguese (poorly)"
32,seeing someone,m,straight,fit,,socially,sometimes,graduated from college/university,,70,-1,science / tech / engineering,2012-06-02-20-40,"san francisco, california",,likes dogs,atheism but not too serious about it,pisces and it&rsquo;s fun to think about,,"english (fluently), french (poorly), spanish (poorly), lisp (okay)"
21,seeing someone,f,straight,thin,,not at all,never,,white,64,-1,,2011-10-12-16-38,"san carlos, california",,has cats,,aries and it&rsquo;s fun to think about,no,english
39,single,m,gay,a little extra,anything,socially,never,law school,asian,64,-1,law / legal services,2012-06-30-00-12,"san francisco, california",,,christianity but not too serious about it,leo,when drinking,english
28,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,70,-1,student,2012-05-25-16-22,"berkeley, california",,likes dogs and dislikes cats,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about,no,english (fluently)
52,single,m,straight,athletic,,socially,never,graduated from masters program,white,66,100000,artistic / musical / writer,2012-06-29-19-14,"oakland, california",has kids,likes dogs,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter,no,english
33,single,m,straight,thin,mostly vegan,socially,,working on masters program,,70,-1,,2012-06-30-01-44,"berkeley, california",,,atheism,leo but it doesn&rsquo;t matter,no,"english (fluently), c++ (poorly), spanish (poorly)"
30,single,m,straight,average,anything,not at all,never,graduated from college/university,white,74,80000,computer / hardware / software,2012-06-13-06-50,"san mateo, california",,likes dogs and likes cats,agnosticism and somewhat serious about it,aquarius but it doesn&rsquo;t matter,no,english
27,single,m,straight,athletic,,socially,,working on masters program,"black, hispanic / latin",73,-1,science / tech / engineering,2012-06-30-00-55,"berkeley, california",,,,pisces,no,"english, spanish (okay), c++ (okay), french (poorly)"
44,single,m,straight,athletic,strictly anything,socially,sometimes,graduated from college/university,white,72,-1,executive / management,2012-06-29-21-05,"san francisco, california",,likes cats,,sagittarius,no,"english (fluently), french (okay)"
32,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from masters program,white,73,-1,other,2012-06-27-18-38,"san francisco, california","doesn't have kids, but might want them",has dogs,other,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
33,single,m,straight,average,strictly anything,socially,,graduated from masters program,,68,-1,artistic / musical / writer,2012-06-29-23-36,"oakland, california",doesn't have kids,likes dogs and likes cats,,gemini and it&rsquo;s fun to think about,no,english
30,single,m,gay,average,anything,socially,never,,asian,69,-1,,2012-06-24-19-49,"pacifica, california","doesn't have kids, but might want them",,,cancer,no,english
43,single,m,straight,athletic,,socially,never,graduated from college/university,"middle eastern, white",69,-1,computer / hardware / software,2012-06-19-21-59,"mill valley, california",has kids,,agnosticism but not too serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), farsi (fluently), french (poorly), spanish (poorly)"
25,single,f,straight,average,,socially,never,graduated from college/university,white,66,-1,artistic / musical / writer,2012-06-27-17-10,"san francisco, california","doesn't have kids, but wants them",,judaism and somewhat serious about it,aquarius but it doesn&rsquo;t matter,no,english
47,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,69,150000,science / tech / engineering,2012-06-29-21-43,"fairfax, california",has a kid,has cats,,sagittarius and it&rsquo;s fun to think about,no,"english, german (okay)"
34,single,m,straight,average,mostly anything,not at all,never,graduated from college/university,white,77,-1,computer / hardware / software,2012-06-30-00-43,"pacifica, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity,,no,english
32,married,f,bisexual,skinny,mostly anything,socially,never,graduated from masters program,white,67,-1,other,2012-06-29-14-53,"richmond, california",doesn't have kids,likes dogs and likes cats,,gemini but it doesn&rsquo;t matter,no,"english (fluently), italian (poorly)"
27,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,70,-1,artistic / musical / writer,2012-06-29-16-28,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter,no,english (fluently)
25,single,f,straight,fit,mostly anything,socially,sometimes,graduated from college/university,,64,-1,science / tech / engineering,2012-06-29-00-43,"san francisco, california",,likes dogs,atheism and laughing about it,leo but it doesn&rsquo;t matter,,"english, spanish (okay), german (okay), french (poorly)"
26,single,m,gay,thin,mostly anything,socially,,graduated from college/university,white,72,-1,medicine / health,2012-06-02-17-18,"oakland, california",,likes dogs and likes cats,atheism,pisces and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (poorly), ancient greek (okay), latin (okay), german (poorly)"
32,single,f,straight,,,socially,never,graduated from college/university,,66,-1,,2012-06-27-20-56,"san francisco, california",doesn't have kids,likes dogs,catholicism but not too serious about it,pisces,no,english
34,single,m,straight,fit,,socially,sometimes,graduated from college/university,,71,-1,construction / craftsmanship,2012-06-28-19-13,"san francisco, california",,likes dogs and likes cats,other,aries,sometimes,"english, french (poorly)"
29,single,m,straight,fit,,not at all,never,graduated from college/university,white,75,-1,entertainment / media,2011-12-26-18-39,"san francisco, california",,has dogs and likes cats,atheism and somewhat serious about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), russian (fluently), spanish (okay), arabic (poorly)"
45,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,73,-1,executive / management,2012-06-29-23-06,"san francisco, california","doesn't have kids, but wants them",likes dogs,judaism,,no,english
62,single,m,straight,average,,socially,,graduated from college/university,white,74,-1,science / tech / engineering,2012-06-17-19-50,"mountain view, california",,likes dogs and dislikes cats,atheism but not too serious about it,,no,english (fluently)
31,single,m,straight,athletic,mostly anything,socially,,graduated from college/university,,74,-1,construction / craftsmanship,2012-06-30-01-15,"oakland, california",,,,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)"
43,available,m,straight,fit,,often,,graduated from masters program,white,73,-1,other,2012-06-09-22-29,"berkeley, california",has kids,,atheism and somewhat serious about it,,no,english
33,single,m,straight,athletic,,socially,never,graduated from masters program,asian,69,-1,artistic / musical / writer,2012-06-29-22-16,"san francisco, california",,has dogs,,pisces and it&rsquo;s fun to think about,no,"english (fluently), korean (poorly), spanish (poorly)"
68,single,m,straight,fit,,socially,never,graduated from college/university,white,73,100000,,2012-06-17-13-55,"emeryville, california",,,other,,no,english
28,single,m,gay,a little extra,mostly anything,socially,never,graduated from college/university,hispanic / latin,74,70000,science / tech / engineering,2012-06-27-16-33,"berkeley, california",,likes dogs and dislikes cats,buddhism but not too serious about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)"
32,single,m,straight,,,desperately,never,graduated from college/university,asian,64,60000,artistic / musical / writer,2012-06-18-23-10,"palo alto, california",doesn't have kids,likes dogs and likes cats,atheism but not too serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)"
26,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",67,1000000,science / tech / engineering,2012-06-30-00-29,"san francisco, california",,likes dogs,atheism and laughing about it,,no,"english, french (okay), c++ (fluently)"
34,single,m,gay,average,mostly anything,socially,never,graduated from college/university,"asian, pacific islander, hispanic / latin",68,-1,,2012-06-29-16-53,"berkeley, california",,,catholicism and laughing about it,libra but it doesn&rsquo;t matter,no,english
65,single,m,straight,thin,,socially,never,graduated from masters program,black,71,-1,education / academia,2011-12-07-01-14,"san francisco, california",has kids,likes dogs and likes cats,other but not too serious about it,,no,"english (fluently), french (poorly)"
61,single,f,straight,average,anything,not at all,never,graduated from ph.d program,asian,63,-1,medicine / health,2012-06-29-19-23,"oakland, california",has a kid,,christianity and very serious about it,taurus but it doesn&rsquo;t matter,no,"english (fluently), tagalog (fluently), spanish (okay)"
24,single,m,straight,average,,socially,,graduated from college/university,white,76,-1,computer / hardware / software,2012-04-22-10-24,"san francisco, california",,,agnosticism but not too serious about it,pisces,no,"english, french (poorly)"
31,single,m,straight,athletic,strictly anything,socially,,graduated from masters program,white,74,-1,,2012-06-25-01-01,"menlo park, california",doesn't have kids,likes dogs and likes cats,,,no,english
36,single,m,gay,average,,socially,never,graduated from college/university,indian,67,-1,science / tech / engineering,2012-06-04-18-35,"san francisco, california",,,hinduism but not too serious about it,aries and it&rsquo;s fun to think about,no,"english, hindi, urdu"
38,single,f,straight,fit,,socially,,graduated from college/university,white,69,100000,computer / hardware / software,2012-06-29-14-58,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism but not too serious about it,capricorn,no,english
28,seeing someone,m,gay,fit,mostly anything,rarely,never,graduated from college/university,other,71,-1,science / tech / engineering,2012-06-18-09-44,"millbrae, california",,likes dogs,catholicism,scorpio and it&rsquo;s fun to think about,no,english
30,single,m,straight,fit,,often,sometimes,working on masters program,white,73,-1,student,2011-10-01-10-49,"stanford, california",,likes dogs and likes cats,agnosticism and laughing about it,aries and it&rsquo;s fun to think about,no,"english (fluently), lisp (okay), spanish"
21,single,f,gay,,,socially,sometimes,working on college/university,white,66,-1,student,2012-06-29-13-57,"san rafael, california",,likes dogs and has cats,agnosticism and laughing about it,,,"english (fluently), spanish (okay)"
29,single,f,straight,fit,mostly other,rarely,,dropped out of space camp,"white, other",63,-1,medicine / health,2012-06-29-09-58,"berkeley, california",,likes dogs and likes cats,other and laughing about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), norwegian (fluently), french (poorly), spanish (poorly)"
51,single,m,gay,a little extra,mostly anything,socially,,graduated from masters program,white,69,-1,artistic / musical / writer,2012-06-09-15-18,"oakland, california",,,,sagittarius,no,english (fluently)
31,single,m,straight,rather not say,,socially,never,graduated from college/university,white,73,100000,computer / hardware / software,2012-06-20-14-56,"san francisco, california",,likes dogs,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), albanian (fluently), italian (fluently)"
29,single,m,straight,average,mostly anything,socially,,graduated from college/university,asian,67,-1,computer / hardware / software,2012-06-29-12-16,"san francisco, california",,,,taurus and it&rsquo;s fun to think about,no,english
26,single,m,straight,average,anything,socially,sometimes,graduated from high school,white,71,40000,construction / craftsmanship,2011-12-18-08-52,"albany, california",has kids,has dogs,,aquarius and it&rsquo;s fun to think about,trying to quit,english
41,single,f,straight,athletic,mostly anything,socially,never,graduated from college/university,white,66,-1,executive / management,2012-06-20-23-02,"san francisco, california",,,,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), german (poorly)"
32,seeing someone,m,straight,average,mostly vegetarian,socially,,graduated from college/university,white,71,-1,entertainment / media,2012-06-29-22-06,"san francisco, california",,likes dogs and likes cats,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english
23,single,m,straight,average,mostly anything,socially,sometimes,working on college/university,white,76,-1,,2012-02-15-22-52,"alameda, california",,,atheism but not too serious about it,gemini and it&rsquo;s fun to think about,no,english (fluently)
23,single,f,straight,curvy,mostly anything,rarely,never,working on college/university,white,60,-1,education / academia,2012-06-30-03-33,"pacifica, california",,likes dogs and has cats,christianity but not too serious about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), sign language (poorly)"
25,single,m,straight,fit,mostly anything,rarely,sometimes,graduated from college/university,,69,-1,science / tech / engineering,2012-06-26-21-51,"oakland, california",,likes cats,agnosticism but not too serious about it,leo but it doesn&rsquo;t matter,no,english (fluently)
24,single,f,straight,athletic,mostly vegan,rarely,sometimes,graduated from college/university,white,72,-1,,2012-06-30-00-16,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,other and laughing about it,cancer and it matters a lot,no,"english (fluently), french (okay), spanish (poorly)"
34,single,m,straight,,,socially,never,,,73,-1,artistic / musical / writer,2012-06-30-03-33,"san francisco, california",,,,libra and it&rsquo;s fun to think about,,english
35,single,m,straight,average,,not at all,never,graduated from masters program,white,69,100000,computer / hardware / software,2012-06-28-00-03,"san francisco, california",,likes dogs and dislikes cats,atheism but not too serious about it,leo but it doesn&rsquo;t matter,no,english (fluently)
28,single,m,straight,overweight,mostly anything,often,never,working on college/university,hispanic / latin,72,20000,clerical / administrative,2012-06-28-19-26,"san francisco, california",doesn't have kids,has dogs,catholicism and laughing about it,cancer but it doesn&rsquo;t matter,sometimes,english
30,single,f,straight,fit,,socially,,graduated from masters program,hispanic / latin,64,-1,medicine / health,2012-06-29-22-03,"oakland, california",doesn't have kids,has dogs,catholicism,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)"
23,single,f,straight,average,mostly anything,socially,sometimes,working on college/university,white,69,-1,student,2012-06-29-15-36,"berkeley, california",,likes dogs and has cats,agnosticism and somewhat serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
69,single,m,gay,average,mostly vegetarian,socially,never,graduated from ph.d program,white,74,-1,education / academia,2012-06-19-22-13,"berkeley, california",doesn't want kids,likes dogs and likes cats,other,leo but it doesn&rsquo;t matter,no,"english (fluently), italian (fluently), spanish (okay), ancient greek (okay), japanese (okay)"
29,single,f,straight,curvy,anything,socially,never,graduated from college/university,white,64,-1,construction / craftsmanship,2012-05-21-18-54,"oakland, california",doesn't want kids,likes dogs,agnosticism,virgo and it&rsquo;s fun to think about,no,english
46,single,m,straight,fit,strictly anything,not at all,never,graduated from masters program,white,72,-1,entertainment / media,2012-05-09-13-15,"san francisco, california",,likes dogs and likes cats,atheism and laughing about it,taurus but it doesn&rsquo;t matter,no,"english, japanese (okay), french (poorly)"
23,single,f,straight,thin,,,never,working on college/university,,65,-1,other,2011-09-04-17-50,"pleasant hill, california",,,,,,"english (fluently), frisian (okay), other (fluently)"
18,single,f,straight,average,,socially,never,working on high school,white,67,-1,sales / marketing / biz dev,2012-06-29-16-09,"san francisco, california",wants kids,likes dogs and likes cats,agnosticism,libra but it doesn&rsquo;t matter,sometimes,english
32,single,m,straight,average,strictly anything,socially,sometimes,graduated from college/university,"asian, pacific islander",65,150000,sales / marketing / biz dev,2012-04-29-10-14,"san francisco, california",,has dogs,agnosticism and laughing about it,leo,sometimes,english
42,single,m,straight,fit,mostly kosher,socially,never,graduated from ph.d program,white,79,-1,computer / hardware / software,2012-06-29-20-54,"mountain view, california",,dislikes dogs and dislikes cats,judaism and somewhat serious about it,,no,"english (fluently), c++ (fluently)"
65,single,f,straight,thin,other,not at all,never,two-year college,white,64,-1,other,2012-06-28-22-38,"san rafael, california",doesn't want kids,,other,sagittarius,no,english
40,single,m,straight,fit,mostly anything,socially,,graduated from college/university,white,74,-1,executive / management,2012-06-29-22-09,"oakland, california","doesn't have kids, but might want them",has dogs and likes cats,agnosticism and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently)
41,single,f,straight,curvy,strictly anything,socially,never,graduated from college/university,"hispanic / latin, white",67,-1,artistic / musical / writer,2012-06-26-20-35,"san francisco, california",,likes dogs and likes cats,,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), italian (poorly), french (poorly)"
37,single,f,gay,curvy,mostly vegetarian,socially,never,graduated from college/university,,66,-1,science / tech / engineering,2012-06-20-14-53,"san francisco, california",,likes dogs,,,no,"english, french (poorly)"
30,single,m,gay,fit,mostly anything,socially,,graduated from masters program,,70,-1,sales / marketing / biz dev,2012-06-28-22-11,"san francisco, california","doesn't have kids, but might want them",likes dogs,agnosticism and somewhat serious about it,virgo,no,"english, french, spanish"
35,single,m,straight,fit,strictly anything,,,graduated from college/university,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",70,-1,artistic / musical / writer,2012-06-30-02-08,"oakland, california",,,other and very serious about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), cebuano (fluently), chechen (fluently), occitan (fluently), tamil (fluently)"
21,single,f,gay,average,,socially,sometimes,working on college/university,white,70,-1,student,2012-06-21-16-36,"berkeley, california",,likes dogs and likes cats,other and laughing about it,leo and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently), spanish (okay), japanese (poorly)"
32,single,f,straight,athletic,,socially,never,graduated from masters program,white,64,-1,other,2012-06-29-08-42,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism and somewhat serious about it,pisces and it&rsquo;s fun to think about,no,"english, french"
